Timestamp,Gas Flow (slm),Lab Temperature (C),Lab Pressure (kPa),Gas Sensor Temperature (C),Humidity (%RH)
2026-03-27 17:45:36.1,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:36.1,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:36.3,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:36.4,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:36.4,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:36.5,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:36.7,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:36.8,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:36.8,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:36.9,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:36.9,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:37.1,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:37.2,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:37.4,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:37.6,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:37.8,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:37.9,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:38.1,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:38.1,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:38.3,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:38.4,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:38.4,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:38.5,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:38.7,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:38.8,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:38.8,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:38.9,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:39.0,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:39.1,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:39.2,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:39.4,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:39.6,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:39.9,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:40.0,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:40.1,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:40.1,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:40.3,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:40.4,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:40.4,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:40.5,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:40.7,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:40.8,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:40.9,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:40.9,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:41.1,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:41.1,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:41.2,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:41.4,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:41.6,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:41.9,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:42.0,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:42.1,-0.0,25.6,96.8,25.1,15.6
2026-03-27 17:45:42.2,-0.0,25.6,96.8,25.1,15.6
2026-03-27 17:45:42.3,-0.0,25.6,96.8,25.1,15.6
2026-03-27 17:45:42.4,-0.0,25.6,96.8,25.1,15.6
2026-03-27 17:45:42.4,-0.0,25.6,96.8,25.1,15.6
2026-03-27 17:45:42.5,-0.0,25.6,96.8,25.1,15.6
2026-03-27 17:45:42.7,-0.0,25.6,96.8,25.1,15.6
2026-03-27 17:45:42.8,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:42.8,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:42.9,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:43.1,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:43.2,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:43.2,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:43.4,0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:43.6,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:43.9,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:44.0,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:44.1,-0.0,25.6,96.8,25.1,15.5
2026-03-27 17:45:44.2,-0.0,25.6,96.8,25.1,15.5
